Material,Descripcio,Format_UMA,ZCE_per_unitat,ZCE_per_palet,Unitats_per_palet
NTF13B24,NESTEA F.ROJOS 33CL SR BANDEJA 24U. HT,CAJ,1.0,63.0,63.0
NTF13L6F,NESTEA F.ROJOS 33CL LATA 4U-P6U SDR HT,CAJ,1.0,99.0,99.0
NTL12P24,NESTEA LIMON 1/2 SR PET 24U. P.HT,CAJ,1.0,63.0,63.0
NTL13B24,NESTEA LIMON 1/3 SR BANDEJA 24U. P.HT,CAJ,1.0,63.0,63.0
NTL13LT6,NESTEA LIMON 1/3 LATA 4U-PACK 6U.,CAJ,1.0,99.0,99.0
NTL32SP6,´ESTEA LIMON 3/2 SR PET 6U.,CAJ,0.75,63.0,84.0
NTM13LT6,NESTEA MELOCOTON 1/3 LATA 4U-PACK 6U.P.H,CAJ,1.0,99.0,99.0
NTP13LT6,NESTEA MANGO-PIÑA 1/3 LATA 4U-PACK 6U HT,CAJ,1.0,99.0,99.0
NTS13LT6,NESTEA LIMON SIN 1/3 LATA 4U-PACK 6U,CAJ,1.0,99.0,99.0
NTY1224F,NESTEA TE VERDE MARACUYA1/2SR PET 24U.HT,CAJ,1.0,63.0,63.0
NTY13B24,NESTEA TE VERDE MARACUYA 1/3SR B24U P.HT,CAJ,1.0,63.0,63.0
NTY13LT6,NESTEA TE VERDE MARACUYA1/3LATA 4U-P6UHT,CAJ,1.0,99.0,99.0
NTY32SP6,NESTEA TE VERDE MARACUYA 3/2SR PET 6U.HT,CAJ,1.0,84.0,84.0
OL13,ORO 1/3 RET.,CAJ,1.0,60.0,60.0
PI12,AGUA PIRINEA 1/2 GAS RET,CAJ,1.0,50.0,50.0
PI13,AGUA PIRINEA 1/3 GAS RET,CAJ,1.0,60.0,60.0
RA30,RADEBERGER BARRIL 30,BRL,4.0,24.0,6.0
RB13,ROSA BLANCA 1/3 RET.,CAJ,1.0,60.0,60.0
SG30,SUREO SANGRIA BARRIL 30L.,BRL,4.0,24.0,6.0
TB8,BOTELLAS CARBONICO 8 KILOS,TB,4.0,100.0,25.0
TL30,SUREO TINTO LIMON BARRIL 30L.,BRL,4.0,24.0,6.0
TU13,TURIA 1/3 RET.,CAJ,1.0,60.0,60.0
TU13LT,TURIA 1/3 LATA,CAJ,1.0,99.0,99.0
TU20,TURIA BARRIL 20L.,BRL,2.5,37.5,15.0
TU30,TURIA BARRIL 30L.,BRL,4.0,24.0,6.0
UBH01,COPA 33 CL BH,UN,,,672.0
UC010,ABRIDOR NORMAL ED,UN,,,38400.0
UC260,PIZARRA ED,UN,,,90.0
UC263,PIZARRA CON SOPORTE ED,UN,,,30.0
UC301,SERVILLETERO METALICO ED,UN,,,192.0
UC406N,ABRIDOR MOSTRADOR ED,UN,,,216.0
UE050,VASO CAÑA GASTRO 25CL ED CAT,CAJ,,,260.0
UE050,VASO CAÑA GASTRO 25CL ED CAT,UN,,,1560.0
UE902,COPA GRANDE ED,UN,,,960.0
UE903,COPA PEQUEÑA ED,UN,,,1152.0
UE905,JARRA GRANDE ED,UN,,,720.0
UE906,JARRA PEQUEÑA ED,UN,,,1134.0
UE926CATN,POSAVASOS ED CAT,UN,,,99000.0
UE940CAT,PIZARRA SOPORTE ED CAT,UN,,,30.0
UE975,VASO PAPEL ED 33CL,UN,,,18000.0
UF058,MESA PLASTICO ED,UN,,,20.0
UF070,SILLA PLASTICO ED,UN,,,80.0
UF078,SILLA ALUMINIO ED,UN,,,32.0
UGA0033,VAJILLA CAFE/LECHE GRANA 12 JUEG. GA,EST,,,96.0
UGA0034,VAJILLA CORTADO GRANA 12 JUEG. GA,EST,,,108.0
UGA0035,VAJILLA CAFE GRANA 12 JUEG. GA,EST,,,108.0
UGA0048,TAZA TE GARRIGA,EST,,,126.0
UGA0051,VAJILLA ECO CAFE NEGRO 12 JUEG. GA,EST,1.0,108.0,108.0
UGA0052,VAJILLA ECO CAFE CON LECHE 12 JUEG. GA,EST,1.0,96.0,96.0
UGA0053,VAJILLA ECO CORTADO 12 JUEG. GA,EST,1.0,108.0,108.0
UI044,VASO 33 CL INEDIT,UN,,,1248.0
UT302,COPA 30 CL TURIA,UN,,,1152.0
UT312,SERVILLETERO METÁLICO TU,UN,,,720.0
UV105,COPA VOLL-DAMM GRANDE,UN,,,1152.0
VE11,AGUA VERI 1/1 VIDRIO RET.,CAJ,1.0,40.0,40.0
VE11SPC,AGUA VERI 1/1 PET CAJA 12U. TREKKING,CAJ,1.0,50.0,50.0
VE12,AGUA VERI 1/2 VIDRIO RET.,CAJ,1.0,50.0,50.0
VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,CAJ,1.0,63.0,63.0
VE12TSP,AGUA VERI 1/2 TREKKING 100%R-PET CJ-24U.,CAJ,1.0,54.0,54.0
VE13,AGUA VERI 1/3 VIDRIO RET.,CAJ,1.0,60.0,60.0
VE13SP,AGUA VERI 1/3 PET CAJA 35U. T.TH,CAJ,1.0,64.0,64.0
VE32P6,"AGUA VERI 1,5L PET PACK 6U.",CAJ,0.75,63.0,84.0
VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",CAJ,1.5,67.5,45.0
VE51SP,AGUA VERI 5/1 CAJA 3U.,CAJ,1.5,90.0,60.0
VI13,VICTORIA 1/3 RET.,CAJ,1.0,60.0,60.0
VO13,VOLL-DAMM 1/3 RET.,CAJ,1.0,60.0,60.0
VO13LT,VOLL DAMM 1/3 LATA LC,CAJ,1.0,99.0,99.0
VO14P6,VOLL-DAMM 1/4 PACK 6U.,CAJ,1.0,77.0,77.0
VO15LN,VOLL DAMM 1/5 LN,CAJ,1.0,60.0,60.0
VO20,VOLL DAMM BARRIL 20L.,BRL,2.5,37.5,15.0
VO30,VOLL-DAMM BARRIL 30,BRL,4.0,24.0,6.0
XI13,XIBECA 5% 1/3 RET,CAJ,1.0,60.0,60.0
